序位	詞彙	詞頻
382	間	27
383	最後	27
384	地方	27
385	年輕	26
386	如	26
387	文化	26
388	病毒	26
389	希望	26
390	為了	26
391	投票	26
392	完成	26
393	印度	26
394	球員	26
395	當地	25
396	平臺	25
397	給	25
398	居家	25
399	死亡	25
400	委員會	25
401	不能	25
402	學測	25
403	團隊	25
404	團體	25
405	另	25
406	因此	25
407	義大利	25
408	停止	25
409	票	25
410	如果	25
411	危機	25
412	英奎	25
413	以下	25
414	公民	25
415	分科	25
416	立委	24
417	統計	24
418	女子	24
419	創下	24
420	類	24
421	它	24
422	新北市	24
423	規模	24
424	經	24
425	私立	24
426	受到	24
427	戰爭	24
428	衛星	24
429	首度	24
430	北約	24
431	火箭	24
432	劉人豪	24
433	裡	23
434	性別	23
435	生活	23
436	卻	23
437	海洋	23
438	開	23
439	社會	23
440	設計	23
441	取消	23
442	十五	23
443	九	23
444	之前	23
445	大賽	23
446	組織	23
447	發射	23
448	肺炎	22
449	感染	22
450	師生	22
451	若	22
452	環境	22
453	攝影	22
454	哇	22
455	太	22
456	協助	22
457	更多	22
458	地	22
459	其	22
460	主要	22
461	天然氣	22
462	瑞典	22
463	件	22
464	網路	22
465	民主	22
466	影像	22
467	加入	22
468	同	22
469	颱風	22
470	支持	22
471	選舉	22
472	手機	22
473	缺額	22
474	連	21
475	檢測	21
476	倍	21
477	運動	21
478	右	21
479	少	21
480	生物	21
481	發布	21
482	城市	21
483	臺中市	21
484	線上	21
485	必須	21
486	位於	21
487	家長	21
488	發展	21
489	男子	21
490	基金會	21
491	行政院	21
492	參賽	21
493	過	21
494	製圖	21
495	早自習	21
496	化石	21
497	首次	21
498	版	20
499	購買	20
500	採	20
501	除了	20
502	隻	20
503	代表	20
504	此外	20
505	同時	20
506	甚至	20
507	一一一學年度	20
508	專家	20
509	小時	20
510	科學	20
511	教學	20
512	錦標賽	20
513	新生	20
514	看	20
515	面臨	20
516	爆發	20
517	俄國	20
518	媒體	20
519	恢復	20
520	歐元	20
521	潘文忠	20
522	氣象局	20
523	去	20
524	消息	20
525	需要	20
526	管理	20
527	進口	20
528	標準	20
529	快	20
530	居民	19
531	二十二日	19
532	美	19
533	魯延	19
534	立法院	19
535	提出	19
536	科	19
537	事件	19
538	半	19
539	喜歡	19
540	狀況	19
541	水	19
542	關閉	19
543	法	19
544	地球	19
545	國中生	19
546	高雄市	19
547	參與	19
548	結束	19
549	中學	19
550	非	19
551	嗯	19
552	因應	19
553	賽事	19
554	打	19
555	份	19
556	非常	19
557	審議	19
558	年齡	19
559	電子煙	19
560	改善	19
561	俄	19
562	上路	19
563	秒	19
564	邊境	19
565	會議	19
566	變遷	19
567	私校	19
568	行為	19
569	第四	19
570	頭	19
571	實驗	19
572	漫畫	19
573	冷氣	19
574	北京	18
575	連續	18
576	傳統	18
577	通報	18
578	條例	18
579	教授	18
580	資料	18
581	產業	18
582	需	18
583	自由	18
584	展開	18
585	有效	18
586	少年	18
587	青年	18
588	十三日	18
589	國立	18
590	新高	18
591	七日	18
592	德國	18
593	擴大	18
594	國小	18
595	九日	18
596	斷層	18
597	聽說	18
598	社群	18
599	就讀	18
600	相當	18
601	輔導	18
602	討論	18
603	博物館	18
604	原住民	18
605	八日	18
606	證明	18
607	西班牙	18
608	顆	18
609	三十日	18
610	同意	18
611	逾	18
612	萬	17
613	二二一年	17
614	令	17
615	恐	17
616	產生	17
617	二十一日	17
618	大考	17
619	數學	17
620	重	17
621	內容	17
622	一直	17
623	二十四日	17
624	安全	17
625	正式	17
626	推動	17
627	課程	17
628	十三	17
629	二十日	17
630	能源	17
631	基隆	17
632	先	17
633	兩百	17
634	高雄	17
635	產品	17
636	長	17
637	補助	17
638	十一	17
639	主任	17
640	特別	17
641	世界杯	17
642	總理	17
643	贏得	17
644	飛機	17
645	依	17
646	中小學	17
647	調整	17
648	十八日	17
649	賣	17
650	面	17
651	科學家	17
652	破	17
653	土耳其	17
654	分別	17
655	拜登	17
656	需求	17
657	大聯盟	17
658	芬蘭	17
659	能力	17
660	分發	17
661	減	16
662	當局	16
663	暫停	16
664	估計	16
665	吃	16
666	性	16
667	修正	16
668	達到	16
669	風險	16
670	威脅	16
671	老師	16
672	加強	16
673	旅客	16
674	百	16
675	二十八日	16
676	張	16
677	成員	16
678	室	16
679	正在	16
680	降低	16
681	桃園市	16
682	新冠肺炎	16
683	午餐	16
684	中學生	16
685	戴	16
686	十日	16
687	桃園	16
688	名額	16
689	十一日	16
690	機關	16
691	公告	16
692	十二日	16
693	巴基斯坦	16
694	明顯	16
695	獼猴	16
696	正常	16
697	病例	16
698	自主	16
699	打破	16
700	學院	16
701	實體	16
702	入侵	16
703	垃圾	16
704	世衛	16
705	怎麼	16
706	時代	16
707	人類	16
708	又	15
709	城	15
710	官員	15
711	應該	15
712	附近	15
713	跟	15
714	比率	15
715	一一	15
716	例	15
717	檢疫	15
718	嘿	15
719	機場	15
720	幫助	15
721	作為	15
722	抗議	15
723	奪冠	15
724	重新	15
725	教育部長	15
726	隊	15
727	擔心	15
728	獎金	15
729	場所	15
730	吸引	15
731	目標	15
732	蘇貞昌	15
733	二二二年	15
734	歧視	15
735	法院	15
736	人士	15
737	政策	15
738	中山	15
739	自然	15
740	底	15
741	糧食	15
742	影片	15
743	發表	15
744	二十五	15
745	制裁	15
746	空氣	15
747	機會	15
748	維持	15
749	任何	15
750	獎	15
751	獎項	15
752	十五日	15
753	符合	15
754	農委會	15
755	像	15
756	團團	15
757	塑膠	14
758	冬奧	14
759	數	14
760	全面	14
761	取得	14
762	症狀	14
763	打擊	14
764	前往	14
765	分鐘	14
766	一百	14
767	分析	14
768	議題	14
769	機構	14
770	二十五日	14
771	言論	14
772	野生	14
773	加拿大	14
774	努力	14
775	利用	14
776	亞洲	14
777	食物	14
778	哦	14
779	上課	14
780	正	14
781	市長	14
782	電影	14
783	登場	14
784	報名	14
785	大型	14
786	提高	14
787	地點	14
788	典禮	14
789	印尼	14
790	召開	14
791	決賽	14
792	施打	14
793	重要	14
794	特殊	14
795	左	14
796	壓力	14
797	成果	14
798	二一九年	14
799	非洲	14
800	含	14
801	奪	14
802	加上	14
803	高中生	14
804	納入	14
805	達成	14
806	不斷	14
807	用品	14
808	關鍵	14
809	大量	14
810	大家	14
811	推特	14
812	新制	14
813	作品	14
814	電子	14
815	諾貝爾	14
816	林智堅	14
817	巨木	14
818	十七日	13
819	高達	13
820	擔任	13
821	國會	13
822	期間	13
823	金	13
824	審查	13
825	容易	13
826	注意	13
827	閱讀	13
828	極	13
829	一般	13
830	運用	13
831	聯賽	13
832	雖然	13
833	隊史	13
834	陽明	13
835	大專	13
836	中華	13
837	保持	13
838	價格	13
839	數位	13
840	專案	13
841	十四	13
842	對於	13
843	公共	13
844	人們	13
845	經過	13
846	一些	13
847	科大	13
848	反對	13
849	數十	13
850	終於	13
851	菲律賓	13
852	程度	13
853	理事長	13
854	女足	13
855	四日	13
856	現	13
857	吧	13
858	之後	13
859	首相	13
860	項目	13
861	那	13
862	三十	13
863	表現	13
864	權利	13
865	政治	13
866	到校	13
867	俄軍	13
868	國教署	13
869	遠	13
870	高於	13
871	降雨	13
872	下降	13
873	太平洋	13
874	警報	13
875	紐西蘭	13
876	高溫	13
877	協議	13
878	升學	13
879	企業	13
880	生理	13
881	電腦	13
882	荷蘭	13
883	十四日	13
884	塔利班	13
885	複決	13
886	張育成	13
887	臺南市	13
888	個案	13
889	畢業	13
890	全中運	13
891	猴痘	13
892	甲烷	13
893	封	12
894	服務	12
895	升溫	12
896	陽性	12
897	世代	12
898	十九日	12
899	枚	12
900	建立	12
901	草案	12
902	違反	12
903	得主	12
904	違規	12
905	中等	12
906	準備	12
907	公投	12
908	資訊	12
909	推出	12
910	同學	12
911	名為	12
912	音樂	12
913	行動	12
914	被迫	12
915	打造	12
916	共有	12
917	規畫	12
918	籃球	12
919	只要	12
920	滿	12
921	避免	12
922	低於	12
923	包含	12
924	當	12
925	開學	12
926	五日	12
927	對抗	12
928	再度	12
929	採取	12
930	醫療	12
931	慶祝	12
932	公分	12
933	五十	12
934	引起	12
935	檢查	12
936	單位	12
937	外國	12
938	財務	12
939	不會	12
940	六日	12
941	主管	12
942	斯里蘭卡	12
943	名單	12
944	號	12
945	現象	12
946	現學	12
947	回歸	12
948	二十六日	12
949	零	12
950	奧運	12
951	原因	12
952	關注	12
953	奪金	12
954	乾旱	12
955	營養	12
956	趟	12
957	交通	12
958	校務	12
959	缺	12
960	設置	12
961	解決	12
962	瑞士	12
963	停辦	12
964	調漲	12
965	某	12
966	毫米	12
967	觀光客	12
968	三日	12
969	事	12
970	動物園	12
971	分裂	12
972	冠軍戰	12
973	惡化	12
974	稱為	12
975	表達	12
976	職業	12
977	喝	12
978	阿富汗	12
979	公民權	12
980	心理	12
981	軟體	12
982	距離	12
983	班級	12
984	海域	12
985	為什麼	12
986	火山	12
987	黑洞	12
988	文化部	12
989	行政	12
990	雨量	12
991	變	11
992	碳	11
993	下令	11
994	解除	11
995	食品	11
996	身	11
997	頒獎	11
998	銀牌	11
999	二十三日	11
1000	空間	11
1001	四十	11
1002	心智圖	11
1003	文物	11
1004	保護	11
1005	大約	11
1006	過程	11
1007	自製	11
1008	社區	11
1009	幾	11
1010	家族	11
1011	原本	11
1012	離開	11
1013	強大	11
1014	具	11
1015	出爐	11
1016	校院	11
1017	外送	11
1018	接受	11
1019	波	11
1020	公開賽	11
1021	取代	11
1022	小屋	11
1023	改	11
1024	繼續	11
1025	即日	11
1026	特定	11
1027	門檻	11
1028	罰款	11
1029	懲處	11
1030	而言	11
1031	十六日	11
1032	六十	11
1033	爭議	11
1034	情況	11
1035	一百二十	11
1036	傳出	11
1037	品質	11
1038	不得	11
1039	經費	11
1040	季	11
1041	評估	11
1042	桌球	11
1043	十七	11
1044	反映	11
1045	球隊	11
1046	免	11
1047	不再	11
1048	相比	11
1049	丹麥	11
1050	好手	11
1051	送	11
1052	入	11
1053	支付	11
1054	真	11
1055	原則	11
1056	衛福部	11
1057	改為	11
1058	食材	11
1059	州	11
1060	五百	11
1061	落實	11
1062	舉	11
1063	知名	11
1064	規範	11
1065	捷運	11
1066	北韓	11
1067	習慣	11
1068	方面	11
1069	用戶	11
1070	數據	11
1071	專業	11
1072	醫學系	11
1073	年輕人	11
1074	汙染	11
1075	區域	11
1076	案	11
1077	事實	11
1078	燃料	11
1079	稱	11
1080	有些	11
1081	意見	11
1082	自殺	11
1083	人力	11
1084	億	11
1085	當時	11
1086	女王	11
1087	木片	11
1088	將近	10
1089	際	10
1090	公路	10
1091	只有	10
1092	治療	10
1093	當選	10
1094	牠	10
1095	覺得	10
1096	英文	10
1097	逐年	10
1098	很多	10
1099	體育署	10
1100	對象	10
1101	消費者	10
1102	長期	10
1103	新型	10
1104	高級	10
1105	寫	10
1106	重視	10
1107	身分	10
1108	指揮官	10
1109	陳時中	10
1110	開打	10
1111	物品	10
1112	朋友	10
1113	獨立	10
1114	望遠鏡	10
1115	植物	10
1116	獲獎	10
1117	偏鄉	10
1118	帶	10
1119	挑戰	10
1120	世錦賽	10
1121	六成	10
1122	衝擊	10
1123	點	10
1124	看到	10
1125	延後	10
1126	明星	10
1127	十九	10
1128	感到	10
1129	設計師	10
1130	至於	10
1131	反應	10
1132	合作	10
1133	研究所	10
1134	不少	10
1135	預估	10
1136	買	10
1137	奧地利	10
1138	修法	10
1139	均	10
1140	菸品	10
1141	記者會	10
1142	境	10
1143	結婚	10
1144	巴西	10
1145	市立	10
1146	聯合	10
1147	一樣	10
1148	締造	10
1149	勝利	10
1150	二十七日	10
1151	就業	10
1152	代表隊	10
1153	成	10
1154	中華隊	10
1155	滑冰	10
1156	長達	10
1157	相信	10
1158	福島	10
1159	問卷	10
1160	會考	10
1161	無尾熊	10
1162	演員	10
1163	不用	10
1164	學期	10
1165	警告	10
1166	趨勢	10
1167	蒲亭	10
1168	西方	10
1169	突破	10
1170	了解	10
1171	大會	10
1172	唯一	10
1173	攝氏	10
1174	電廠	10
1175	處理	10
1176	簽署	10
1177	收入	10
1178	放寬	10
1179	晚	10
1180	奪下	10
1181	牠們	10
1182	三百	10
1183	拍賣	10
1184	首都	10
1185	二二	10
1186	封鎖	10
1187	異常	10
1188	生日	10
1189	有助	10
1190	安打	10
1191	領導人	10
1192	癌症	10
1193	氣膠	10
1194	習近平	10
1195	接觸	10
1196	家人	10
1197	資源	10
1198	勇奪	10
1199	畢業生	10
1200	學位	10
1201	考古	10
1202	李昱德	10
1203	料理	10
1204	機器人	10
1205	飛彈	10
1206	學	9
1207	外出	9
1208	家庭	9
1209	批准	9
1210	患者	9
1211	族群	9
1212	三十五	9
1213	競選	9
1214	承諾	9
1215	時期	9
1216	些	9
1217	直到	9
1218	剝削	9
1219	運動員	9
1220	業者	9
1221	免費	9
1222	工會	9
1223	陰性	9
1224	醫院	9
1225	檢討	9
1226	優先	9
1227	莫德納	9
1228	巴士	9
1229	時光	9
1230	找到	9
1231	十六	9
1232	呈現	9
1233	主義	9
1234	樹	9
1235	自動	9
1236	生命	9
1237	為期	9
1238	測試	9
1239	獲選	9
1240	榮獲	9
1241	成長	9
1242	精神	9
1243	男女	9
1244	女子組	9
1245	宜蘭	9
1246	寫下	9
1247	清大	9
1248	足球	9
1249	就是	9
1250	石油	9
1251	但是	9
1252	人民	9
1253	完整	9
1254	喬科維奇	9
1255	網球	9
1256	拒絕	9
1257	證據	9
1258	確定	9
1259	遊客	9
1260	新增	9
1261	三十六	9
1262	配套	9
1263	觀察	9
1264	投手	9
1265	身高	9
1266	候選人	9
1267	同意票	9
1268	今	9
1269	十萬	9
1270	設施	9
1271	擬	9
1272	做出	9
1273	法律	9
1274	據	9
1275	資格	9
1276	生	9
1277	製造	9
1278	供應	9
1279	販售	9
1280	列為	9
1281	中州	9
1282	獎學金	9
1283	勞工	9
1284	出生	9
1285	暨	9
1286	不同	9
1287	里程碑	9
1288	開發	9
1289	泰國	9
1290	管制	9
1291	歡迎	9
1292	孩子	9
1293	其次	9
1294	越南	9
1295	行政院長	9
1296	撤銷	9
1297	考量	9
1298	成年	9
1299	學年	9
1300	近年	9
1301	公園	9
1302	有關	9
1303	數量	9
1304	營運	9
1305	保育	9
1306	至今	9
1307	例如	9
1308	機制	9
1309	二二二	9
1310	人次	9
1311	高修民	9
1312	市場	9
1313	疾病	9
1314	大幅	9
1315	譴責	9
1316	片	9
1317	開心	9
1318	西部	9
1319	款	9
1320	上學	9
1321	陸續	9
1322	愛	9
1323	假	9
1324	多元	9
1325	健保	9
1326	出土	9
1327	巨大	9
1328	選擇	9
1329	二日	9
1330	意思	9
1331	完全	9
1332	交通部	9
1333	禁	9
1334	歌唱	9
1335	衛生	9
1336	三分之一	9
1337	飛行	9
1338	世紀	9
1339	停電	9
1340	頂標	9
1341	穩定	9
1342	制服	9
1343	面對	9
1344	電力	9
1345	超商	9
1346	如何	9
1347	帶來	9
1348	請	9
1349	制度	9
1350	大陸	9
1351	質疑	9
1352	歷程	9
1353	女孩	9
1354	鬆綁	9
1355	修憲	9
1356	錄取	9
1357	麵包	9
1358	配合	9
1359	敲出	9
1360	啟動	9
1361	細胞	9
1362	上海	9
1363	早	9
1364	球迷	9
1365	大氣	9
1366	觀測	9
1367	接獲	9
1368	二十一	9
1369	權益	9
1370	員工	9
1371	密切	9
1372	一半	9
1373	世足賽	9
1374	克羅埃西亞	9
1375	八十	9
1376	專輔	9
1377	國王	9
1378	轟	9
1379	碩士	9
1380	家扶	9
1381	安平	9
1382	案例	8
1383	理由	8
1384	允許	8
1385	命令	8
1386	本土	8
1387	大規模	8
1388	緊急	8
1389	議員	8
1390	樂團	8
1391	貧窮	8
1392	千	8
1393	象徵	8
1394	平等	8
1395	霸凌	8
1396	防制	8
1397	揭曉	8
1398	男	8
1399	一一一年	8
1400	分解	8
1401	重大	8
1402	提醒	8
1403	理解	8
1404	貿易	8
1405	篩檢	8
1406	陳壁銘	8
1407	餐廳	8
1408	首府	8
1409	最終	8
1410	超級	8
1411	國外	8
1412	記者	8
1413	捕	8
1414	後來	8
1415	道路	8
1416	任務	8
1417	批	8
1418	雪	8
1419	主辦	8
1420	共同	8
1421	研發	8
1422	複賽	8
1423	松山	8
1424	商工	8
1425	女中	8
1426	教練	8
1427	屬	8
1428	不滿	8
1429	遭到	8
1430	模擬	8
1431	即將	8
1432	原	8
1433	訓練	8
1434	棒球	8
1435	金杯	8
1436	學者	8
1437	臺南	8
1438	難以	8
1439	期	8
1440	第	8
1441	跟進	8
1442	處以	8
1443	類似	8
1444	強制	8
1445	軍隊	8
1446	擁有	8
1447	廣告	8
1448	接近	8
1449	譯	8
1450	未滿	8
1451	菸	8
1452	繼	8
1453	校方	8
1454	國手	8
1455	國高中	8
1456	不可	8
1457	最高法院	8
1458	儀式	8
1459	男性	8
1460	律師	8
1461	範圍	8
1462	現場	8
1463	森林	8
1464	部落	8
1465	一九學年	8
1466	費用	8
1467	補習班	8
1468	不敵	8
1469	二十四	8
1470	皆	8
1471	濃度	8
1472	一起	8
1473	連霸	8
1474	拿	8
1475	饑荒	8
1476	署	8
1477	野火	8
1478	先前	8
1479	回收	8
1480	短缺	8
1481	還是	8
1482	關係	8
1483	作家	8
1484	管道	8
1485	旅遊	8
1486	發	8
1487	婚禮	8
1488	氣溫	8
1489	服儀	8
1490	部	8
1491	一百五十萬	8
1492	上任	8
1493	難	8
1494	採計	8
1495	韓國	8
1496	壓倒性	8
1497	法案	8
1498	來源	8
1499	價值	8
1500	管教	8
1501	一下	8
1502	移動	8
1503	藝術	8
1504	東京	8
1505	教部	8
1506	節目	8
1507	國旗	8
1508	職棒	8
1509	數百萬	8
1510	憲法	8
1511	即	8
1512	組	8
1513	冊	8
1514	學系	8
1515	分子	8
1516	全壘打	8
1517	李家超	8
1518	體罰	8
1519	第六	8
1520	登記	8
1521	傳播	8
1522	哪	8
1523	擱淺	8
1524	艘	8
1525	書展	8
1526	二十二	8
1527	馬斯克	8
1528	肥胖	8
1529	主席	8
1530	阿根廷	8
1531	展出	8
1532	熱浪	8
1533	封王	8
1534	谷歌	8
1535	小馬可仕	8
1536	少子化	8
1537	批評	8
1538	生涯	8
1539	羽球	8
1540	白宮	8
1541	儘管	8
1542	統一	8
1543	小琉球	8
1544	師大	8
1545	保障	8
1546	潛艇	8
1547	冰川	8
1548	步道	8
1549	電動	8
1550	石斑魚	8
1551	主委	8
1552	審議會	8
1553	法人	8
1554	論文	8
1555	梅洛尼	8
1556	小行星	8
1557	卡達	8
1558	梅西	8
1559	主題	7
1560	剩	7
1561	迅速	7
1562	並且	7
1563	現年	7
1564	聞名	7
1565	二一四年	7
1566	穿	7
1567	強調	7
1568	立場	7
1569	見	7
1570	以色列	7
1571	學童	7
1572	花	7
1573	四十五	7
1574	字母	7
1575	性侵害	7
1576	五成	7
1577	不足	7
1578	除	7
1579	新秀	7
1580	田徑	7
1581	創新	7
1582	國文科	7
1583	聽起來	7
1584	出口	7
1585	雕像	7
1586	報導	7
1587	棺木	7
1588	罕見	7
1589	辦公室	7
1590	歌手	7
1591	臉書	7
1592	嘗試	7
1593	代替	7
1594	人物	7
1595	宜蘭縣	7
1596	靠	7
1597	製作	7
1598	然而	7
1599	男子組	7
1600	晉級	7
1601	基因	7
1602	監測	7
1603	再次	7
1604	交大	7
1605	搭配	7
1606	晚餐	7
1607	航班	7
1608	禁令	7
1609	第五	7
1610	大滿貫	7
1611	法官	7
1612	小組	7
1613	照護	7
1614	方案	7
1615	成立	7
1616	民進黨	7
1617	依照	7
1618	應用	7
1619	經濟部	7
1620	距	7
1621	路線	7
1622	得到	7
1623	推荐	7
1624	開罰	7
1625	嚴峻	7
1626	超	7
1627	電視	7
1628	五十七	7
1629	展示	7
1630	筆	7
1631	吸菸	7
1632	違法	7
1633	維護	7
1634	五千萬	7
1635	群	7
1636	邀請	7
1637	身體	7
1638	認定	7
1639	疫	7
1640	蒐集	7
1641	步	7
1642	順利	7
1643	大多數	7
1644	困擾	7
1645	進一步	7
1646	物種	7
1647	組成	7
1648	支出	7
1649	隊伍	7
1650	蔡英文	7
1651	辦理	7
1652	冬季	7
1653	高一	7
1654	期限	7
1655	主因	7
1656	皮膚	7
1657	時候	7
1658	清零	7
1659	差	7
1660	判決	7
1661	縣	7
1662	追蹤	7
1663	擔憂	7
1664	飲料	7
1665	採用	7
1666	首日	7
1667	公約	7
1668	直接	7
1669	超市	7
1670	救	7
1671	列	7
1672	投入	7
1673	桃子	7
1674	張瑩潘斯量	7
1675	降	7
1676	節	7
1677	即可	7
1678	停招	7
1679	醫護	7
1680	訊息	7
1681	收費	7
1682	東部	7
1683	攻擊	7
1684	武器	7
1685	史前	7
1686	第八	7
1687	網友	7
1688	久	7
1689	累積	7
1690	設	7
1691	站	7
1692	控制	7
1693	洪水	7
1694	羊	7
1695	暖化	7
1696	改變	7
1697	事故	7
1698	錯	7
1699	大選	7
1700	韓	7
1701	飆	7
1702	女生	7
1703	機器	7
1704	營利	7
1705	有期徒刑	7
1706	鼓勵	7
1707	抵達	7
1708	核	7
1709	運作	7
1710	藉	7
1711	代	7
1712	凸顯	7
1713	遙控	7
1714	啟用	7
1715	銀	7
1716	考區	7
1717	跌破	7
1718	數乙	7
1719	意味	7
1720	同樣	7
1721	出版	7
1722	適用	7
1723	危險	7
1724	表決	7
1725	贊成	7
1726	逝世	7
1727	圖書館	7
1728	繁星	7
1729	錄取率	7
1730	增	7
1731	列入	7
1732	二戰	7
1733	烏	7
1734	架	7
1735	支援	7
1736	研究院	7
1737	效力	7
1738	人權	7
1739	聽力	7
1740	知	7
1741	國教	7
1742	專輯	7
1743	雲林縣	7
1744	位置	7
1745	參採	7
1746	二二四年	7
1747	喔	7
1748	殊榮	7
1749	成員國	7
1750	雜誌	7
1751	賽	7
1752	銀行	7
1753	發電	7
1754	臺東縣	7
1755	質量	7
1756	常	7
1757	銅	7
1758	核定	7
1759	遠距	7
1760	條件	7
1761	活	7
1762	三十一日	7
1763	明確	7
1764	校長	7
1765	男童	7
1766	領土	7
1767	繡	7
1768	競賽	7
1769	和平獎	7
1770	樂高	7
1771	呢	7
1772	古堡	7
1773	升空	7
1774	州長	7
1775	近期	7
1776	鑽石	7
1777	維修	7
1778	其實	7
1779	顯著	7
1780	選出	7
1781	臺東	7
1782	世界盃	7
1783	原住民族	7
1784	髮禁	7
1785	能量	7
1786	鯨魚	7
1787	解封	7
1788	故宮	7
1789	操縱	7
1790	席	7
1791	麻疹	7
1792	抖音	7
1793	戶	6
1794	生效	6
