序位	詞彙	詞頻	常用詞標V
31736	獲釋	1	
31737	黃明昭	1	
31738	十四萬兩千	1	
31739	刑事局長	1	
31740	教館	1	
31741	落羽松綠	1	
31742	探測史	1	
31743	川流電	1	
31744	湧││	1	
31745	北國	1	
31746	條條	1	
31747	鋼管	1	
31748	電塔	1	
31749	九芎村	1	
31750	服務生	1	
31751	海產店	1	
31752	情障	1	
31753	學障	1	
31754	伽利略	1	
31755	洪儷瑜	1	
31756	王佳馨	1	
31757	單筒	1	
31758	套裝	1	
31759	月相盤	1	
31760	坎	1	
31761	過不去	1	
31762	字卡	1	
31763	送靈祭	1	
31764	朗詩	1	
31765	補起來	1	
31766	私法	1	
31767	魏仁傑	1	
31768	虱目	1	
31769	提筆	1	
31770	童小梅	1	
31771	吳明郁	1	
31772	魚丁	1	
31773	蘇羿帆	1	
31774	楊婷筑	1	
31775	何欣庭	1	
31776	攀降	1	
31777	刺到	1	
31778	虱目魚丁	1	
31779	雕刻品	1	
31780	分鏡	1	
31781	不收班	1	
31782	運輸量	1	
31783	鬼頭	1	
31784	刀魚片	1	
31785	阿孫	1	
31786	虱目魚排	1	
31787	邱傳回	1	
31788	廖廷涓	1	
31789	大氣系	1	
31790	大採購	1	
31791	林永發	1	
31792	藝起洞起來	1	
31793	繫住	1	
31794	澤竹里奈	1	
31795	零散	1	
31796	鋼盔	1	
31797	王子晉	1	
31798	七百七十二	1	
31799	救起來	1	
31800	重殘	1	
31801	十分之一會	1	
31802	一萬九千	1	
31803	機電標	1	
31804	共設	1	
31805	冰涼	1	
31806	二點零六	1	
31807	中正路	1	
31808	老街溪站	1	
31809	總進度	1	
31810	奢望	1	
31811	再生病	1	
31812	百分之五十七點二六	1	
31813	鋪軌	1	
31814	導電軌	1	
31815	仙洞巖	1	
31816	天文科	1	
31817	螺旋漿	1	
31818	大同鄉	1	
31819	留學夢	1	
31820	舊愛	1	
31821	鍛鍊肌	1	
31822	圖學	1	
31823	李彥逸	1	
31824	漆作	1	
31825	中火機組	1	
31826	列席	1	
31827	火燃	1	
31828	財劃法	1	
31829	煤用量	1	
31830	充數	1	
31831	第二十四年	1	
31832	以為繼	1	
31833	兩百一十八	1	
31834	圖書館藏	1	
31835	因陋就簡	1	
31836	寄讀	1	
31837	錦屏	1	
31838	神職	1	
31839	報獎	1	
31840	改當	1	
31841	黃富源	1	
31842	存夠	1	
31843	提供／溪山	1	
31844	林默威	1	
31845	藍秀孚	1	
31846	戲稱為	1	
31847	三千一百三十堂	1	
31848	熊遊	1	
31849	百分之四十點九九	1	
31850	黃宇釩	1	
31851	一百零四年度	1	
31852	寄回	1	
31853	陳郁汝	1	
31854	滿堂采	1	
31855	學季	1	
31856	汪心守	1	
31857	林韋妏	1	
31858	包包	1	
31859	李巧寧	1	
31860	環島行	1	
31861	葉家任	1	
31862	陳澤恩	1	
31863	籌得	1	
31864	喊到	1	
31865	丟臉	1	
31866	鄭博獻	1	
31867	拍賣品	1	
31868	熱水瓶	1	
31869	礦物	1	
31870	放牛班	1	
31871	迎親隊	1	
31872	黑暗面	1	
31873	爽爽	1	
31874	史奴比	1	
31875	到齊	1	
31876	溪濱	1	
31877	大氣球	1	
31878	日月	1	
31879	祭品	1	
31880	坦雅．舒爾姿	1	
31881	亮粉	1	
31882	砂糖	1	
31883	公廨	1	
31884	阿姆寮夜祭	1	
31885	趒戲	1	
31886	古名為	1	
31887	泰山村	1	
31888	陳亮谷	1	
31889	文／莊	1	
31890	加蚋埔夜祭	1	
31891	不絕	1	
31892	迎親	1	
31893	嫁到	1	
31894	赤柯山	1	
31895	彝鼎圭璋	1	
31896	奧樂雞	1	
31897	浣	1	
31898	跳跳	1	
31899	發聲獎	1	
31900	渴求	1	
31901	媒觀	1	
31902	吉娃斯	1	
31903	原金	1	
31904	基金獎	1	
31905	靖洋	1	
31906	關懷獎	1	
31907	逸仙	1	
31908	姚佳沁	1	
31909	以色	1	
31910	黃睿宥	1	
31911	陂塘	1	
31912	樂共處	1	
31913	胡定哲	1	
31914	花路	1	
31915	五星獎	1	
31916	朱宥勳	1	
31917	小蝴蝶	1	
31918	深崛萌	1	
31919	劉安婷	1	
31920	大湳	1	
31921	庫樂貓	1	
31922	兩百七十八	1	
31923	標下	1	
31924	情商	1	
31925	絞肉	1	
31926	大樹冊店	1	
31927	閱讀室	1	
31928	黃煥勇	1	
31929	甘泉寺	1	
31930	一萬三千六百六十	1	
31931	準公托	1	
31932	非準	1	
31933	精實	1	
31934	挫敗	1	
31935	四百三十二	1	
31936	文類	1	
31937	圖書獎	1	
31938	迭有	1	
31939	司司長	1	
31940	繪本家	1	
31941	高教機	1	
31942	馮．席	1	
31943	費迪南	1	
31944	國號	1	
31945	罪咎	1	
31946	小綠人行人	1	
31947	羅岩	1	
31948	主題國	1	
31949	吸引文	1	
31950	潘姓	1	
31951	衣衫	1	
31952	少將	1	
31953	東汕路	1	
31954	七星潭	1	
31955	三仙臺	1	
31956	發准	1	
31957	九萬八千四百四十二	1	
31958	招親	1	
31959	分列	1	
31960	強投穆西納	1	
31961	盧傑利	1	
31962	譽為史	1	
31963	千金	1	
31964	榕	1	
31965	媒婆	1	
31966	作媒	1	
31967	共師	1	
31968	齊發	1	
31969	設身處地	1	
31970	親耳	1	
31971	體驗會	1	
31972	冊店	1	
31973	聊聊天	1	
31974	戴杏玲	1	
31975	將軍村	1	
31976	米粉	1	
31977	小米酒	1	
31978	發想幫	1	
31979	潘羽鍚	1	
31980	沒命	1	
31981	陳瑛	1	
31982	鬆手	1	
31983	老半天	1	
31984	琳走出	1	
31985	亞尼克	1	
31986	嚎啕大哭	1	
31987	王至聖	1	
31988	立正	1	
31989	尊師重道	1	
31990	清早	1	
31991	趕截稿	1	
31992	謝師卡	1	
31993	貝桑納	1	
31994	賴宥蓁	1	
31995	天主教堂	1	
31996	施巧恩	1	
31997	魯島	1	
31998	蘇祿省	1	
31999	折成	1	
32000	蘇拉切	1	
32001	奎	1	
32002	吳彥君	1	
32003	坍塌處	1	
32004	高義里	1	
32005	土星環	1	
32006	三十二點五	1	
32007	受苦	1	
32008	邱鏡芸	1	
32009	反差	1	
32010	鹿形	1	
32011	黃品涵	1	
32012	交差	1	
32013	臺七線	1	
32014	趙紹雰	1	
32015	傳神	1	
32016	橫貫公路	1	
32017	戲台	1	
32018	三光里	1	
32019	王鈿扉	1	
32020	榮華橋	1	
32021	西畫類	1	
32022	路基	1	
32023	紅燈籠	1	
32024	三點一	1	
32025	吆喝	1	
32026	小客車	1	
32027	座小巴	1	
32028	華陵里	1	
32029	三十二號	1	
32030	海平線	1	
32031	西螺鎮	1	
32032	趕工	1	
32033	不眠不休	1	
32034	知易行易	1	
32035	金剛寺	1	
32036	日光寺	1	
32037	張月昭	1	
32038	憑據	1	
32039	蓮子	1	
32040	江建勳	1	
32041	意猶未盡	1	
32042	陳宥翔	1	
32043	兵戎	1	
32044	自決	1	
32045	貪腐	1	
32046	解脫	1	
32047	朝代	1	
32048	念力	1	
32049	茶器	1	
32050	茶路	1	
32051	標立	1	
32052	怎樣	1	
32053	厲行	1	
32054	蔡長坡	1	
32055	洪袨	1	
32056	無信不立	1	
32057	噴膠	1	
32058	雕塑像	1	
32059	洪璽	1	
32060	大合辦	1	
32061	新樂園	1	
32062	農藝其境	1	
32063	羅政璋	1	
32064	網址為	1	
32065	傳輸線	1	
32066	剪報簿	1	
32067	農機	1	
32068	撕榜	1	
32069	楊慶煌	1	
32070	營造成	1	
32071	青色	1	
32072	折出	1	
32073	蓋洛普	1	
32074	洪呆呆	1	
32075	劍及履及	1	
32076	遮攔	1	
32077	縫紉	1	
32078	童折	1	
32079	接待員	1	
32080	輕諾寡信	1	
32081	旗袍	1	
32082	皓過去	1	
32083	大敵	1	
32084	回收量	1	
32085	進退維谷	1	
32086	不同聲	1	
32087	許淑娥	1	
32088	陳永男	1	
32089	林江瞬	1	
32090	蔡正光	1	
32091	蔡玲惠	1	
32092	了得	1	
32093	車載	1	
32094	食藥署醫	1	
32095	草港	1	
32096	根絕	1	
32097	天地人	1	
32098	蛢晙	1	
32099	鴘曭	1	
32100	欣慧	1	
32101	治家	1	
32102	中新里	1	
32103	花田	1	
32104	一一三通報	1	
32105	韭菜花	1	
32106	菜農	1	
32107	市鎮	1	
32108	南聖	1	
32109	神宮	1	
32110	一百七十七	1	
32111	搖繩手	1	
32112	髖骨	1	
32113	曼哈頓港	1	
32114	異口	1	
32115	室內外	1	
32116	洪景鴻	1	
32117	周宇婕	1	
32118	大汗	1	
32119	百大人物	1	
32120	斯萬特	1	
32121	瑪麗齊亞二號	1	
32122	姚	1	
32123	普利茅斯港	1	
32124	政務次	1	
32125	急煞	1	
32126	暈船	1	
32127	奢求	1	
32128	新任期	1	
32129	阿凡達	1	
32130	三百三十四	1	
32131	蔡淑華	1	
32132	內安	1	
32133	溪海	1	
32134	磨破	1	
32135	斜坡板	1	
32136	送信	1	
32137	弟子	1	
32138	反鎖	1	
32139	陳玲	1	
32140	金紅利	1	
32141	菁師獎	1	
32142	消費券	1	
32143	劫貧濟富	1	
32144	子虛烏有	1	
32145	離島組	1	
32146	爐濟殿	1	
32147	虎頭埤	1	
32148	新化區	1	
32149	保固	1	
32150	雲海	1	
32151	二寮迎	1	
32152	無照駕駛	1	
32153	左鎮區	1	
32154	陳子敬	1	
32155	轉來	1	
32156	雨神	1	
32157	三太子	1	
32158	大工	1	
32159	勇奪冠	1	
32160	黃吉川	1	
32161	莊竣傑	1	
32162	會議室	1	
32163	一百零六年度	1	
32164	懷恩	1	
32165	殺掉	1	
32166	大角灣	1	
32167	推展類	1	
32168	贈給	1	
32169	特別類	1	
32170	浴桶	1	
32171	浴	1	
32172	濃密	1	
32173	藥浴	1	
32174	第一一六	1	
32175	生津貼	1	
32176	二○三○＋	1	
32177	許仁豪	1	
32178	羽壇	1	
32179	心滿意足	1	
32180	舅公	1	
32181	高克武	1	
32182	三商虎隊	1	
32183	毅然	1	
32184	類金	1	
32185	兩萬八千零九十	1	
32186	兩百一十一億	1	
32187	一百七十五億	1	
32188	計賸餘	1	
32189	沙田	1	
32190	建中樂旗隊	1	
32191	楊萬利	1	
32192	柯彼得	1	
32193	我國籍	1	
32194	打電動	1	
32195	杭州	1	
32196	選會	1	
32197	人圈	1	
32198	撕毀	1	
32199	狂歡	1	
32200	小眾化	1	
32201	只不過	1	
32202	綱會	1	
32203	十六萬多	1	
32204	布拉萬	1	
32205	指揮力	1	
32206	承蒙	1	
32207	文化部長	1	
32208	教育史	1	
32209	二崙鄉三鄉	1	
32210	枯水期	1	
32211	授與	1	
32212	報恩	1	
32213	二崙鄉	1	
32214	抗議管	1	
32215	大拇指	1	
32216	倒豎	1	
32217	職業隊	1	
32218	陳威霖	1	
32219	陳震寰	1	
32220	高知名度	1	
32221	資訊機	1	
32222	轉交給	1	
32223	監交人	1	
32224	長治久安	1	
32225	右右	1	
32226	組閣	1	
32227	邁步	1	
32228	交下	1	
32229	黃宏田	1	
32230	囿於	1	
32231	教育力	1	
32232	八成二	1	
32233	張惠妹	1	
32234	卡司	1	
32235	慕名	1	
32236	鐘響	1	
32237	賴奕誠	1	
32238	觀光系	1	
32239	一千九百三十	1	
32240	星海	1	
32241	詹勳鴻	1	
32242	瘋電競	1	
32243	贊助類	1	
32244	體育活動	1	
32245	曾育宗	1	
32246	格瑞斯	1	
32247	訓育組長	1	
32248	黃維詩	1	
32249	陳渝	1	
32250	渝真	1	
32251	林純夙	1	
32252	分享賽	1	
32253	玉梅	1	
32254	共乘	1	
32255	好康	1	
32256	棕櫚油	1	
32257	測速器	1	
32258	救猩	1	
32259	生命線	1	
32260	力邦	1	
32261	文理	1	
32262	輪班	1	
32263	點心費	1	
32264	賈金蘭	1	
32265	游昊哲	1	
32266	游昊恩	1	
32267	助棄兒	1	
32268	翁子菱	1	
32269	雪鄉	1	
32270	姨丈	1	
32271	濟助	1	
32272	照見	1	
32273	題││兒	1	
32274	書籍費	1	
32275	九十四學年度	1	
32276	阪神	1	
32277	口永良部	1	
32278	一億一千多萬	1	
32279	飛石	1	
32280	大爆	1	
32281	斑蚊	1	
32282	地下書街	1	
32283	中友	1	
32284	口永良部島	1	
32285	募款項	1	
32286	黃律嘉	1	
32287	王者	1	
32288	蘇詠晴	1	
32289	時間點	1	
32290	九二一失	1	
32291	依兒	1	
32292	淞	1	
32293	雲雨區	1	
32294	優秀碩	1	
32295	復原力	1	
32296	重燃	1	
32297	農業部	1	
32298	玩具店	1	
32299	岔出	1	
32300	蛋白液	1	
32301	氯化鈉	1	
32302	回本	1	
32303	正相	1	
32304	鐵道路	1	
32305	快門	1	
32306	顏哲章	1	
32307	攝影系	1	
32308	雞蛋白	1	
32309	指揮棒	1	
32310	三角錐	1	
32311	路易士	1	
32312	雞卵紙	1	
32313	除草機	1	
32314	陳雨蓁	1	
32315	清水溝	1	
32316	塑膠鞋	1	
32317	廷瑋	1	
32318	百貨商場	1	
32319	類得	1	
32320	破繭而出	1	
32321	溫婉	1	
32322	李彥瑩	1	
32323	吊起	1	
32324	里港鄉	1	
32325	民用	1	
32326	親膩	1	
32327	五百五十四億	1	
32328	二點六七	1	
32329	莊立民	1	
32330	膩	1	
32331	歸寧	1	
32332	孩子王	1	
32333	大動脈	1	
32334	微血管	1	
32335	聯絡人	1	
32336	鍾慧諭	1	
32337	民行	1	
32338	印樣	1	
32339	城際	1	
32340	爵士鼓	1	
32341	珠心算	1	
32342	一九三線	1	
32343	一九三	1	
32344	二十七年	1	
32345	設廠	1	
32346	廢鐵	1	
32347	自撞路樹	1	
32348	印相	1	
32349	大會堂	1	
32350	共議	1	
32351	水到渠成	1	
32352	彭禹瑞	1	
32353	分隔線	1	
32354	檸檬樹	1	
32355	黃博志	1	
32356	一九金蝶獎	1	
32357	雪梨港	1	
32358	劃分成	1	
32359	低中高	1	
32360	李讚桐	1	
32361	澳洲史	1	
32362	兩百一十	1	
32363	于泓翔	1	
32364	紊亂	1	
32365	衝搶隊史	1	
32366	繪畫班	1	
32367	皮肉	1	
32368	芭蕾舞鞋	1	
32369	打籃球	1	
32370	小潔	1	
32371	高麗鳳	1	
32372	雷羽葳	1	
32373	孫婕涵	1	
32374	紮	1	
32375	結繩	1	
32376	黃瑞怡	1	
32377	氣味島	1	
32378	五十三年	1	
32379	伊日	1	
32380	噴漆槍	1	
32381	都蘭山	1	
32382	撒落	1	
32383	笑笑	1	
32384	美不勝收	1	
32385	彩蝶	1	
32386	慧眼	1	
32387	枝頭	1	
32388	梅樹	1	
32389	紅線區	1	
32390	知會	1	
32391	打卡區	1	
32392	攤位區	1	
32393	野餐樂	1	
32394	攜出	1	
32395	答案卡	1	
32396	百分之二點三九	1	
32397	百分之一點五二	1	
32398	百分之一點五四	1	
32399	季永明	1	
32400	尊彩	1	
32401	市公所	1	
32402	劉銘維	1	
32403	立梁	1	
32404	興呂	1	
32405	龍獅團	1	
32406	聯豐獅龍	1	
32407	迴紋針蓋塔	1	
32408	感器	1	
32409	海色	1	
32410	北極星	1	
32411	紅外傳	1	
32412	沈穎杰	1	
32413	情境式	1	
32414	李宛庭	1	
32415	組裝出	1	
32416	吉利狗	1	
32417	柯雁心	1	
32418	零點七	1	
32419	洪雅雯	1	
32420	童話村	1	
32421	風流	1	
32422	漫獎	1	
32423	書袋	1	
32424	童話書	1	
32425	大使獎	1	
32426	鄭雅之	1	
32427	桌球課	1	
32428	乒乓球	1	
32429	德意志	1	
32430	多一點	1	
32431	吳宇實	1	
32432	影視界	1	
32433	尿尿	1	
32434	戰鼓團	1	
32435	埔墘	1	
32436	胡立德	1	
32437	農耕課	1	
32438	楊佩良	1	
32439	楊惟硯	1	
32440	陳寶瑄	1	
32441	稻穀	1	
32442	建築課	1	
32443	權變	1	
32444	竭盡腦汁	1	
32445	大仙術士	1	
32446	愈加	1	
32447	感應到	1	
32448	女朋友	1	
32449	貼片	1	
32450	談戀愛	1	
32451	妮妮	1	
32452	崔麗君	1	
32453	李芸鎔	1	
32454	高塔	1	
32455	山居	1	
32456	撒下	1	
32457	達觀	1	
32458	磐	1	
32459	侯友	1	
32460	提貨券	1	
32461	招待券	1	
32462	洋蔥酥	1	
32463	研發成	1	
32464	珍珠粉	1	
32465	過敏症	1	
32466	冰水	1	
32467	謝寶	1	
32468	保溫	1	
32469	低鉀	1	
32470	低鈉	1	
32471	保溫瓶	1	
32472	團購	1	
32473	大薄	1	
32474	黃榮芳	1	
32475	地震區	1	
32476	田蕙芬	1	
32477	劉錦添	1	
32478	晉身為	1	
32479	陳銘憲	1	
32480	學術獎	1	
32481	第六十二	1	
32482	鄭建信	1	
32483	一千兩百多萬	1	
32484	總金額	1	
32485	沈可點	1	
32486	彭育康	1	
32487	博館	1	
32488	王寶座	1	
32489	基座	1	
32490	豬哥	1	
32491	六佾舞	1	
32492	蛇年	1	
32493	皇冠	1	
32494	爆笑	1	
32495	豬立輪	1	
32496	訓導組長	1	
32497	舞器	1	
32498	使沈川洲	1	
32499	翟	1	
32500	亮星	1	
32501	籥	1	
32502	氣膠	1	
32503	謝東龍	1	
32504	葉承憲	1	
32505	葉永烜	1	
32506	劉瑜珊	1	
32507	繞射	1	
32508	四號機	1	
32509	打傷	1	
32510	公私立國	1	
32511	李維睦	1	
32512	北市國	1	
32513	關稅局	1	
32514	收入戶	1	
32515	申請率	1	
32516	四百九十一	1	
32517	一千零二十七	1	
32518	將領	1	
32519	食券	1	
32520	發餐	1	
32521	分午	1	
32522	直播	1	
32523	交待	1	
32524	攻陷	1	
32525	千里迢迢	1	
32526	一兩	1	
32527	圓，餅	1	
32528	埋藏	1	
32529	古沉	1	
32530	王詹伯望	1	
32531	雕鑿	1	
32532	魚身	1	
32533	挖空	1	
32534	樹體	1	
32535	貌	1	
32536	申設兒	1	
32537	返臺	1	
32538	一發不可收拾	1	
32539	重辦	1	
32540	瓦礫堆	1	
32541	高大廈	1	
32542	近用	1	
32543	鋼鐵	1	
32544	合乎	1	
32545	集中式	1	
32546	搶用	1	
32547	周延性	1	
32548	恢復原	1	
32549	中小學版	1	
32550	士林區	1	
32551	臺銀	1	
32552	姚文智	1	
32553	四萬九千兩百三十	1	
32554	三萬八千五百九十一	1	
32555	客運車	1	
32556	生要	1	
32557	一百學年度	1	
32558	前驅物	1	
32559	兩百七十一	1	
32560	免納	1	
32561	計息	1	
32562	陪讀課	1	
32563	綠電	1	
32564	根苗	1	
32565	趕不及	1	
32566	林珮瑜	1	
32567	洪莉鈴	1	
32568	空拍課	1	
32569	黃邵恩	1	
32570	蔡晶晶	1	
32571	師說	1	
32572	田永成	1	
32573	思想家	1	
32574	唐代	1	
32575	孫維新	1	
32576	政次	1	
32577	四百多萬	1	
32578	凍結期	1	
32579	葉智凱	1	
32580	王春花	1	
32581	張美志	1	
32582	穿石	1	
32583	滴水	1	
32584	勵學	1	
32585	敦品	1	
32586	徐佑維	1	
32587	網管	1	
32588	四字聯	1	
32589	動輒得咎	1	
32590	苛責	1	
32591	李之安	1	
32592	簡化為	1	
32593	說道	1	
32594	困在	1	
32595	希臘史	1	
32596	坐椅	1	
32597	張大	1	
32598	飛鳥	1	
32599	梅山	1	
32600	錄影機	1	
32601	平安無事	1	
32602	市國	1	
32603	徵稿	1	
32604	郵寄	1	
32605	生活營	1	
32606	梧棲區	1	
32607	義大二路	1	
32608	師道	1	
32609	一百零二號	1	
32610	騙人	1	
32611	作弊	1	
32612	接二連三	1	
32613	風吹草動	1	
32614	郭明良	1	
32615	暫且	1	
32616	洪嘉宏	1	
32617	二點一	1	
32618	高知識分子	1	
32619	委靡	1	
32620	陳祺毓	1	
32621	蘇陳端	1	
32622	選定為	1	
32623	奈奈	1	
32624	貴婦	1	
32625	高育仁	1	
32626	副研發長	1	
32627	劉益宏	1	
32628	腦波	1	
32629	腦聯網	1	
32630	割裂	1	
32631	重考試	1	
32632	皆然	1	
32633	林立成	1	
32634	解放	1	
32635	統戰	1	
32636	政策性	1	
32637	虛空	1	
32638	論調	1	
32639	矮化	1	
32640	文迪•奧斯托洛夫	1	
32641	夯實	1	
32642	顧全	1	
32643	醫美	1	
32644	心苑	1	
32645	藝想	1	
32646	三百一十萬	1	
32647	襤褸	1	
32648	難民潮	1	
32649	原國	1	
32650	班加羅爾	1	
32651	凝重	1	
32652	當地國	1	
32653	申請會	1	
32654	鄭采玉	1	
32655	兩千五百四十萬	1	
32656	鍾麗芬	1	
32657	四千多萬	1	
32658	潛逃到	1	
32659	四萬四千五百	1	
32660	一千六百二十萬	1	
32661	張秀玲	1	
32662	伊斯蘭教	1	
32663	羅興亞穆斯林	1	
32664	打卡趣	1	
32665	倒完	1	
32666	快快	1	
32667	剛果	1	
32668	難民官	1	
32669	急劇	1	
32670	施打率	1	
32671	黃金海岸	1	
32672	比利	1	
32673	金童	1	
32674	七助攻	1	
32675	佩	1	
32676	六世	1	
32677	自行車隊	1	
32678	落馬	1	
32679	周麗櫻	1	
32680	康捷淇	1	
32681	十六點四	1	
32682	陳宥宣	1	
32683	塞爾維亞隊	1	
32684	開案率	1	
32685	佛尼爾	1	
32686	十四點四	1	
32687	洪知璘	1	
32688	洪振崴	1	
32689	林永進	1	
32690	賢庵	1	
32691	歐登	1	
32692	埃利斯塔	1	
32693	俄羅斯兒	1	
32694	史柯拉曾率	1	
32695	大禮	1	
32696	爆裂物	1	
32697	王純真	1	
32698	國聖	1	
32699	停職	1	
32700	瓩	1	
32701	運動組	1	
32702	熱水器	1	
32703	大計網	1	
32704	懲戒權	1	
32705	陳怡汝	1	
32706	浩然	1	
32707	班立案	1	
32708	兒童課	1	
32709	楊晴茜	1	
32710	狼犬	1	
32711	潘天龍	1	
32712	黃懷慧	1	
32713	分派	1	
32714	偵爆	1	
32715	陳政勳	1	
32716	解編	1	
32717	陳志恆	1	
32718	四方	1	
32719	富貴角	1	
32720	貂	1	
32721	總教官	1	
32722	吉諾	1	
32723	十七點九	1	
32724	圖庫網站	1	
32725	並列史	1	
32726	遺書	1	
32727	章忠信	1	
32728	上吊	1	
32729	勒斃	1	
32730	老父	1	
32731	旬	1	
32732	久病	1	
32733	悲歌	1	
32734	光雕	1	
32735	盡可能	1	
32736	推定為	1	
32737	編碼	1	
32738	字型	1	
32739	林育正	1	
32740	密閉式	1	
32741	挽	1	
32742	客製	1	
32743	接案	1	
32744	廖錫標	1	
32745	發病率	1	
32746	求得	1	
32747	天花	1	
32748	石虎畫	1	
32749	疲	1	
32750	人倫	1	
32751	益發	1	
32752	百分之三十點四	1	
32753	七百一十六	1	
32754	百分之十一點七	1	
32755	施密特	1	
32756	離婚率	1	
32757	低薪族	1	
32758	百分之二十四點一一	1	
32759	百分之四十八點三九	1	
32760	林宗弘	1	
32761	百分之四十八點二	1	
32762	九百零六	1	
32763	百分之五十四點六	1	
32764	指豹	1	
32765	籃板數	1	
32766	十二萬五千多	1	
32767	傅仰止	1	
32768	愛心社	1	
32769	百寶袋	1	
32770	史柯拉剛	1	
32771	買來	1	
32772	替手	1	
32773	年數	1	
32774	老者	1	
32775	郭大維	1	
32776	莿桐鄉	1	
32777	串連成	1	
32778	訂到	1	
32779	資產化	1	
32780	創新性	1	
32781	大育成	1	
32782	企業組	1	
32783	六十組	1	
32784	築牆	1	
32785	美墨	1	
32786	繞過	1	
32787	林展章	1	
32788	林豈陞	1	
32789	自力自強	1	
32790	李孟桓	1	
32791	遁行	1	
32792	說演	1	
32793	農務	1	
32794	種出	1	
32795	吳崇讓	1	
32796	自助人助	1	
32797	碰碰	1	
32798	豬福	1	
32799	黃子恩	1	
32800	高湘樺	1	
32801	主題區	1	
32802	轉讓	1	
32803	訂房	1	
32804	揪	1	
32805	咖啡豆	1	
32806	洪碧霜	1	
32807	李昆璉	1	
32808	毆	1	
32809	螺旋式	1	
32810	階梯式	1	
32811	術語	1	
32812	顏銘賢	1	
32813	邀世堅	1	
32814	自治會	1	
32815	余文生	1	
32816	國籍法	1	
32817	賴君硯	1	
32818	不在籍	1	
32819	割	1	
32820	陳凱育	1	
32821	椰菜	1	
32822	側苗	1	
32823	穴	1	
32824	陳炎輝	1	
32825	產區	1	
32826	事件法	1	
32827	非訟	1	
32828	問診	1	
32829	白手起家	1	
32830	哪來	1	
32831	親子組	1	
32832	朱天	1	
32833	象鐘	1	
32834	酒器	1	
32835	吹笛人	1	
32836	自動門	1	
32837	神殿	1	
32838	機械鳥	1	
32839	夜鶯	1	
32840	喊價	1	
32841	乃至於	1	
32842	希羅	1	
32843	斐羅	1	
32844	克特西比烏斯	1	
32845	加札里	1	
32846	蘇頌	1	
32847	優存何異	1	
32848	白吃	1	
32849	怎不	1	
32850	爭食	1	
32851	傳動	1	
32852	扶老比	1	
32853	緣故	1	
32854	五百二十六萬	1	
32855	總人口	1	
32856	創作家	1	
32857	南臺科	1	
32858	大古	1	
32859	一經	1	
32860	均質化	1	
32861	坐下來	1	
32862	歧異	1	
32863	林宜賢	1	
32864	謝姓	1	
32865	人脈	1	
32866	戰國魯國	1	
32867	軍糧	1	
32868	諸葛亮	1	
32869	掉頭	1	
32870	魯國	1	
32871	七十餘	1	
32872	上鍊	1	
32873	報時	1	
32874	機械鐘	1	
32875	學理	1	
32876	二○一七	1	
32877	仿造品	1	
32878	尾部	1	
32879	打造好	1	
32880	折服	1	
32881	偶會	1	
32882	貼榜	1	
32883	加暴	1	
32884	陳維昭	1	
32885	跑下來	1	
32886	繞圈	1	
32887	水湳洞	1	
32888	選煉廠	1	
32889	會訊	1	
32890	火金姑	1	
32891	包活	1	
32892	九十六萬	1	
32893	惜別	1	
32894	木炭	1	
32895	烤熟	1	
32896	說：學	1	
32897	陳禹安	1	
32898	緊抓	1	
32899	莊宇軒	1	
32900	池邊	1	
32901	申論	1	
32902	反向	1	
32903	水性	1	
32904	郭竣	1	
32905	李仁展	1	
32906	破題	1	
32907	張青松	1	
32908	漂，仰漂	1	
32909	斷斷續續	1	
32910	跑步量	1	
32911	校選	1	
32912	觀察區	1	
32913	劉冠甫	1	
32914	看起	1	
32915	李晏葶	1	
32916	屆齡	1	
32917	借書區	1	
32918	查詢區	1	
32919	賺毛利	1	
32920	前仆後繼	1	
32921	十四萬七千	1	
32922	七十三萬六千	1	
32923	南風	1	
32924	宜人	1	
32925	楊勝任	1	
32926	茫然	1	
32927	津	1	
32928	動腳	1	
32929	蔡濰璘	1	
32930	柿懷	1	
32931	毛柿樹	1	
32932	李孟臻	1	
32933	招潮	1	
32934	李明宏	1	
32935	幼蟹	1	
32936	侯胤均	1	
32937	王佑安	1	
32938	肖像畫	1	
32939	謝勝文	1	
32940	王振興	1	
32941	倍受	1	
32942	氣態	1	
32943	半導體式	1	
32944	雲端心	1	
32945	義俠	1	
32946	墨藝情	1	
32947	遏制	1	
32948	亂世	1	
32949	重典治	1	
32950	雖說	1	
32951	懲治	1	
32952	家務事	1	
32953	童軍社	1	
32954	入社	1	
32955	暴民	1	
32956	仗義	1	
32957	行俠	1	
32958	歌唱社	1	
32959	快意	1	
32960	音樂性	1	
32961	態勢	1	
32962	男聲	1	
32963	王志堯	1	
32964	百分之六點七	1	
32965	氣喘兒	1	
32966	物多	1	
32967	製作樂	1	
32968	沉著	1	
32969	黃鉅恩	1	
32970	牛仔褲	1	
32971	胡捷宇	1	
32972	拋接	1	
32973	葉湘鈴	1	
32974	林瑞恩	1	
32975	義賣攤	1	
32976	民雄鄉	1	
32977	運動樂	1	
32978	非侵入式	1	
32979	提升化	1	
32980	許惠玉	1	
32981	喝足	1	
32982	白開水	1	
32983	五點八億	1	
32984	凜冽	1	
32985	消費性	1	
32986	瑞昱	1	
32987	轉給	1	
32988	預知	1	
32989	三百三十一萬	1	
32990	臥底	1	
32991	速龍	1	
32992	桂竹	1	
32993	榫	1	
32994	茅草	1	
32995	曾昱翔	1	
